developer-agreement,developer-agreement-type,document-url,end-date,entry-date,organisation,planning-application,start-date,slug
392-18/72756/OUT-da,section-106,https://www.salford.gov.uk/media/396020/392-72756-michigan-ave.pdf,,2020-09-17,developer-agreement:SLF,18/72756/OUT,2019-10-18,/developer-agreement/developer-agreement/SLF/392-18-72756-OUT-da
393-19/72944/FUL-da,section-106,https://www.salford.gov.uk/media/396021/393-72944-stocks-hotel.pdf,,2020-09-17,developer-agreement:SLF,19/72944/FUL,2019-10-28,/developer-agreement/developer-agreement/SLF/393-19-72944-FUL-da
394-17/70278/FUL-da,section-106,https://www.salford.gov.uk/media/396026/394-70278-221-223-ordsall-lane.pdf,,2020-09-17,developer-agreement:SLF,17/70278/FUL,2019-11-29,/developer-agreement/developer-agreement/SLF/394-17-70278-FUL-da
395-17/72539/FUL-da,section-106,https://www.salford.gov.uk/media/396027/395-72539-waterside-village-frederick-rd.pdf,,2020-09-17,developer-agreement:SLF,17/72539/FUL,2019-12-05,/developer-agreement/developer-agreement/SLF/395-17-72539-FUL-da
396-19/73148/FUL-da,section-106,https://www.salford.gov.uk/media/396028/396-73148-church-street-eccles.pdf,,2020-09-17,developer-agreement:SLF,19/73148/FUL,2019-12-06,/developer-agreement/developer-agreement/SLF/396-19-73148-FUL-da
397-17/69345/FUL-da,section-106,https://www.salford.gov.uk/media/396029/397-69345-navigation-house.pdf,,2020-09-17,developer-agreement:SLF,17/69345/FUL,2019-12-06,/developer-agreement/developer-agreement/SLF/397-17-69345-FUL-da
398-18/72443/FUL-da,section-106,https://www.salford.gov.uk/media/396042/398-72443-621-eccles-new-rd.pdf,,2020-09-17,developer-agreement:SLF,18/72443/FUL,2019-12-06,/developer-agreement/developer-agreement/SLF/398-18-72443-FUL-da
399-18/72691/FUL-da,section-106,https://www.salford.gov.uk/media/396043/399-72691-11-ellesmere-road-eccles.pdf,,2020-09-17,developer-agreement:SLF,18/72691/FUL,2019-12-06,/developer-agreement/developer-agreement/SLF/399-18-72691-FUL-da
400-19/74069/OUT-da,section-106,https://www.salford.gov.uk/media/396044/400-74069-gateway-building-anchorage-quay.pdf,,2020-09-17,developer-agreement:SLF,19/74069/OUT,2019-12-06,/developer-agreement/developer-agreement/SLF/400-19-74069-OUT-da
401-16/67987/OUTEIA-da,section-106,https://www.salford.gov.uk/media/396045/401-middlewood-locks-deed-of-variation.pdf,,2020-09-17,developer-agreement:SLF,16/67987/OUTEIA,2019-12-19,/developer-agreement/developer-agreement/SLF/401-16-67987-OUTEIA-da
402-19/73971/FUL-da,section-106,https://www.salford.gov.uk/media/396046/402-73971-s111-agreement-hilton-lane.pdf,2020-03-09,2020-09-17,developer-agreement:SLF,19/73971/FUL,2019-12-20,/developer-agreement/developer-agreement/SLF/402-19-73971-FUL-da
403-19/73707/FUL-da,section-106,https://www.salford.gov.uk/media/396047/403-73707-seddon-st.pdf,,2020-09-17,developer-agreement:SLF,19/73707/FUL,2019-02-14,/developer-agreement/developer-agreement/SLF/403-19-73707-FUL-da
404-19/73971/FUL-da,section-106,https://www.salford.gov.uk/media/396048/404-73971-scc-counterpart.pdf,,2020-09-17,developer-agreement:SLF,19/73971/FUL,2020-03-09,/developer-agreement/developer-agreement/SLF/404-19-73971-FUL-da
17/01595/OAEA_2,section-106,,,2020-11-19,developer-agreement:TBMC,17/01595/OAEA,2020-08-05,/developer-agreement/developer-agreement/TBMC/17-01595-OAEA-2
17/03350/FL_1,section-106,,,2020-12-21,developer-agreement:TBMC,17/03350/FL,2019-01-21,/developer-agreement/developer-agreement/TBMC/17-03350-FL-1
18/01013/OA_1,section-106,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=18/01013/OA.pdf,,2020-12-21,developer-agreement:TBMC,18/01013/OA,2019-09-10,/developer-agreement/developer-agreement/TBMC/18-01013-OA-1
18/02230/FL_1,section-106,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=18/02230/FL.pdf,,2020-12-22,developer-agreement:TBMC,18/02230/FL,2019-03-29,/developer-agreement/developer-agreement/TBMC/18-02230-FL-1
18/02488/FL_1,section-106,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=18/02488/FL.pdf,,2020-11-17,developer-agreement:TBMC,18/02488/FL,2019-02-14,/developer-agreement/developer-agreement/TBMC/18-02488-FL-1
18/03008/OA_1,section-106,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=18/03008/OA.pdf,,2020-11-12,developer-agreement:TBMC,18/03008/OA,2020-05-22,/developer-agreement/developer-agreement/TBMC/18-03008-OA-1
19/00162/FL_1,section-106,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=19/00162/FL.pdf,,2020-10-26,developer-agreement:TBMC,19/00162/FL,2020-04-24,/developer-agreement/developer-agreement/TBMC/19-00162-FL-1
19/00287/FL_1,section-106,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=19/00287/FL.pdf,2020-11-19,2020-11-19,developer-agreement:TBMC,19/00287/FL,2019-11-18,/developer-agreement/developer-agreement/TBMC/19-00287-FL-1
19/00979/FL_1,section-106,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=19/00979/FL.pdf,,2020-12-21,developer-agreement:TBMC,19/00979/FL,2019-12-10,/developer-agreement/developer-agreement/TBMC/19-00979-FL-1
19/01251/FL_1,section-106,,,2020-11-26,developer-agreement:TBMC,19/01251/FL,2020-11-26,/developer-agreement/developer-agreement/TBMC/19-01251-FL-1
19/01531/OA_1,section-106,,,2020-10-26,developer-agreement:TBMC,19/01531/OA,2020-09-16,/developer-agreement/developer-agreement/TBMC/19-01531-OA-1
19/01632/FL_1,section-106,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=19/01632/FL.pdf,,2020-10-27,developer-agreement:TBMC,19/01632/FL,2020-10-27,/developer-agreement/developer-agreement/TBMC/19-01632-FL-1
19/01890/FL_1,section-106,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=19/01890/FL.pdf,,2020-11-19,developer-agreement:TBMC,19/01890/FL,2020-01-20,/developer-agreement/developer-agreement/TBMC/19-01890-FL-1
19/01979/FL_1,section-106,,,2020-11-12,developer-agreement:TBMC,19/01979/FL,2020-05-21,/developer-agreement/developer-agreement/TBMC/19-01979-FL-1
19/02047/FL_1,section-106,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=19/02047/FL.pdf,,2020-11-17,developer-agreement:TBMC,19/02047/FL,2020-02-13,/developer-agreement/developer-agreement/TBMC/19-02047-FL-1
19/02109/FL_1,section-106,,,2020-11-17,developer-agreement:TBMC,19/02109/FL,2020-05-15,/developer-agreement/developer-agreement/TBMC/19-02109-FL-1
19/02277/FL_1,section-106,,,2020-11-17,developer-agreement:TBMC,19/02277/FL,2020-07-29,/developer-agreement/developer-agreement/TBMC/19-02277-FL-1
19/02455/FL_1,section-106,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=19/02455/FL.pdf,,2020-12-22,developer-agreement:TBMC,19/02455/FL,2020-12-08,/developer-agreement/developer-agreement/TBMC/19-02455-FL-1
19/02589/FL_1,section-106,,,2020-11-17,developer-agreement:TBMC,19/02589/FL,2020-10-20,/developer-agreement/developer-agreement/TBMC/19-02589-FL-1
19/02743/FL_1,section-106,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=19/02743/FL.pdf,,2020-10-08,developer-agreement:TBMC,19/02743/FL,2020-03-05,/developer-agreement/developer-agreement/TBMC/19-02743-FL-1
AWDM/0205/12-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=1976077,,2020-10-26,local-authority-eng:ADU,AWDM/0205/12,2013-01-21,/developer-agreement/local-authority-eng/ADU/AWDM-0205-12-s106
AWDM/0935/13-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2073661,,2020-10-26,local-authority-eng:ADU,AWDM/0935/13,2015-06-12,/developer-agreement/local-authority-eng/ADU/AWDM-0935-13-s106
AWDM/0961/17-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2176471,,2020-02-13,local-authority-eng:ADU,AWDM/0961/17,2020-02-04,/developer-agreement/local-authority-eng/ADU/AWDM-0961-17-s106
AWDM/0969/17-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2138780,,2020-10-26,local-authority-eng:ADU,AWDM/0969/17,2018-04-04,/developer-agreement/local-authority-eng/ADU/AWDM-0969-17-s106
AWDM/1093/17-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=2173509,,2020-01-30,local-authority-eng:ADU,AWDM/1093/17,2019-12-20,/developer-agreement/local-authority-eng/ADU/AWDM-1093-17-s106
AWDM/1242/12-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=1978857,,2020-10-26,local-authority-eng:ADU,AWDM/1242/12,2013-03-25,/developer-agreement/local-authority-eng/ADU/AWDM-1242-12-s106
AWDM/1483/12-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=1983923,,2020-11-02,local-authority-eng:ADU,AWDM/1483/12,2013-06-12,/developer-agreement/local-authority-eng/ADU/AWDM-1483-12-s106
SU/56/03-s106,section-106,http://docs.adur-worthing.gov.uk/NIM.WebSearch/Download.aspx?ID=1955019,,2020-10-26,local-authority-eng:ADU,SU/56/03,2004-06-10,/developer-agreement/local-authority-eng/ADU/SU-56-03-s106
da-2012-0084,section-106,https://info.ambervalley.gov.uk/WebServices/AVBCFeeds/IdoxEDMJSON.asmx/StreamIdoxEDMDoc?docId=447545&docApplication=planning,,2020-11-01,local-authority-eng:AMB,AVA/2012/0084,2013-02-28,/developer-agreement/local-authority-eng/AMB/da-2012-0084
da-2012-0965,section-106,https://info.ambervalley.gov.uk/WebServices/AVBCFeeds/IdoxEDMJSON.asmx/StreamIdoxEDMDoc?docId=842671&docApplication=planning,,2020-11-01,local-authority-eng:AMB,AVA/2012/0965,2013-10-01,/developer-agreement/local-authority-eng/AMB/da-2012-0965
da-2012-1157,section-106,https://info.ambervalley.gov.uk/WebServices/AVBCFeeds/IdoxEDMJSON.asmx/StreamIdoxEDMDoc?docId=293895&docApplication=planning,,2020-11-01,local-authority-eng:AMB,AVA/2012/1157,2013-10-01,/developer-agreement/local-authority-eng/AMB/da-2012-1157
da-2014-0553,section-106,https://info.ambervalley.gov.uk/WebServices/AVBCFeeds/IdoxEDMJSON.asmx/StreamIdoxEDMDoc?docId=313769&docApplication=planning,,2020-11-01,local-authority-eng:AMB,AVA/2014/0553,2015-11-19,/developer-agreement/local-authority-eng/AMB/da-2014-0553
da-2014-0678,section-106,https://info.ambervalley.gov.uk/WebServices/AVBCFeeds/IdoxEDMJSON.asmx/StreamIdoxEDMDoc?docId=799354&docApplication=planning,,2020-11-01,local-authority-eng:AMB,AVA/2014/0678,2017-09-01,/developer-agreement/local-authority-eng/AMB/da-2014-0678
da-2017-1363,section-106,https://info.ambervalley.gov.uk/WebServices/AVBCFeeds/IdoxEDMJSON.asmx/StreamIdoxEDMDoc?docId=1002039&docApplication=planning,,2020-11-01,local-authority-eng:AMB,AVA/2017/1363,2020-01-31,/developer-agreement/local-authority-eng/AMB/da-2017-1363
da-2018-0178,section-106,https://info.ambervalley.gov.uk/WebServices/AVBCFeeds/IdoxEDMJSON.asmx/StreamIdoxEDMDoc?docId=1004453&docApplication=planning,,2020-11-01,local-authority-eng:AMB,AVA/2018/0178,2020-02-07,/developer-agreement/local-authority-eng/AMB/da-2018-0178
da-2018-0338,section-106,https://info.ambervalley.gov.uk/WebServices/AVBCFeeds/IdoxEDMJSON.asmx/StreamIdoxEDMDoc?docId=935977&docApplication=planning,,2020-11-01,local-authority-eng:AMB,AVA/2018/0338,2019-04-10,/developer-agreement/local-authority-eng/AMB/da-2018-0338
da-2018-0661,section-106,https://info.ambervalley.gov.uk/WebServices/AVBCFeeds/IdoxEDMJSON.asmx/StreamIdoxEDMDoc?docId=936973&docApplication=planning,,2020-11-01,local-authority-eng:AMB,AVA/2018/0661,2019-03-29,/developer-agreement/local-authority-eng/AMB/da-2018-0661
da-2018-0978,section-106,https://info.ambervalley.gov.uk/WebServices/AVBCFeeds/IdoxEDMJSON.asmx/StreamIdoxEDMDoc?docId=1004610&docApplication=planning,,2020-11-01,local-authority-eng:AMB,AVA/2018/0978,2020-02-07,/developer-agreement/local-authority-eng/AMB/da-2018-0978
da-2018-1006,section-106,https://info.ambervalley.gov.uk/WebServices/AVBCFeeds/IdoxEDMJSON.asmx/StreamIdoxEDMDoc?docId=1003141&docApplication=planning,,2020-11-01,local-authority-eng:AMB,AVA/2018/1006,2020-01-31,/developer-agreement/local-authority-eng/AMB/da-2018-1006
da-2019-0120,section-106,https://info.ambervalley.gov.uk/WebServices/AVBCFeeds/IdoxEDMJSON.asmx/StreamIdoxEDMDoc?docId=1000183&docApplication=planning,,2020-11-01,local-authority-eng:AMB,AVA/2019/0120,2020-01-23,/developer-agreement/local-authority-eng/AMB/da-2019-0120
da-2019-0424,section-106,https://info.ambervalley.gov.uk/WebServices/AVBCFeeds/IdoxEDMJSON.asmx/StreamIdoxEDMDoc?docId=1028285&docApplication=planning,,2020-11-01,local-authority-eng:AMB,AVA/2019/0424,2020-03-24,/developer-agreement/local-authority-eng/AMB/da-2019-0424
da-2019-0744,section-106,https://info.ambervalley.gov.uk/WebServices/AVBCFeeds/IdoxEDMJSON.asmx/StreamIdoxEDMDoc?docId=994083&docApplication=planning,,2020-11-01,local-authority-eng:AMB,AVA/2019/0744,2019-12-19,/developer-agreement/local-authority-eng/AMB/da-2019-0744
00579/17-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_92206,,2020-11-25,local-authority-eng:BOL,00579/17,2018-09-04,/developer-agreement/local-authority-eng/BOL/00579-17-da
00940/17-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_92567,,2020-12-16,local-authority-eng:BOL,00940/17,2017-09-25,/developer-agreement/local-authority-eng/BOL/00940-17-da
01373/17-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_93002,,2020-09-09,local-authority-eng:BOL,01373/17,2018-01-16,/developer-agreement/local-authority-eng/BOL/01373-17-da
01595/17-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_93225,,2020-11-19,local-authority-eng:BOL,01595/17,2017-11-29,/developer-agreement/local-authority-eng/BOL/01595-17-da
02326/17-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_93966,,2020-12-08,local-authority-eng:BOL,02326/17,2019-09-02,/developer-agreement/local-authority-eng/BOL/02326-17-da
02335/17-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_93976,,2020-11-19,local-authority-eng:BOL,02335/17,2018-03-15,/developer-agreement/local-authority-eng/BOL/02335-17-da
02435/17-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_94076,,2020-11-19,local-authority-eng:BOL,02435/17,2018-06-11,/developer-agreement/local-authority-eng/BOL/02435-17-da
02456/17-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_94097,,2020-11-19,local-authority-eng:BOL,02456/17,2018-06-14,/developer-agreement/local-authority-eng/BOL/02456-17-da
03053/18-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_94699,,2020-12-04,local-authority-eng:BOL,03053/18,2019-04-18,/developer-agreement/local-authority-eng/BOL/03053-18-da
03484/18-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_95130,,2020-11-19,local-authority-eng:BOL,03484/18,2018-11-14,/developer-agreement/local-authority-eng/BOL/03484-18-da
03880/18-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_95526,,2020-12-04,local-authority-eng:BOL,03880/18,2019-08-16,/developer-agreement/local-authority-eng/BOL/03880-18-da
04044/18-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_95692,,2020-11-19,local-authority-eng:BOL,04044/18,2018-11-01,/developer-agreement/local-authority-eng/BOL/04044-18-da
04046/18-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_95694&documentOrdering.orderBy=date&documentOrdering.orderDirection=descending,,2020-12-04,local-authority-eng:BOL,04046/18,2019-04-17,/developer-agreement/local-authority-eng/BOL/04046-18-da
04527/18-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_96176,,2020-12-04,local-authority-eng:BOL,04527/18,2019-04-18,/developer-agreement/local-authority-eng/BOL/04527-18-da
04748/18-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_96398,,2020-11-19,local-authority-eng:BOL,04748/18,2019-03-29,/developer-agreement/local-authority-eng/BOL/04748-18-da
04875/18-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_96525,,2020-12-04,local-authority-eng:BOL,04875/18,2019-06-06,/developer-agreement/local-authority-eng/BOL/04875-18-da
05352/19-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_97005,,2020-12-04,local-authority-eng:BOL,05352/19,2019-06-06,/developer-agreement/local-authority-eng/BOL/05352-19-da
05595/19-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_97249,,2020-09-09,local-authority-eng:BOL,05595/19,2019-05-03,/developer-agreement/local-authority-eng/BOL/05595-19-da
06485/19-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_98142,,2020-11-25,local-authority-eng:BOL,06485/19,2019-12-23,/developer-agreement/local-authority-eng/BOL/06485-19-da
06622/19-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_98282,,2020-12-04,local-authority-eng:BOL,06622/19,2019-09-12,/developer-agreement/local-authority-eng/BOL/06622-19-da
06808/19-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_98471,,2020-11-25,local-authority-eng:BOL,06808/19,2020-02-13,/developer-agreement/local-authority-eng/BOL/06808-19-da
07284/19-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_98949,,2020-11-25,local-authority-eng:BOL,07284/19,2020-02-20,/developer-agreement/local-authority-eng/BOL/07284-19-da
31080/88-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_10091,,2020-11-09,local-authority-eng:BOL,31080/88,1988-12-13,/developer-agreement/local-authority-eng/BOL/31080-88-da
36153/90-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_15162,,2020-11-09,local-authority-eng:BOL,36153/90,1990-12-30,/developer-agreement/local-authority-eng/BOL/36153-90-da
36912/90-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_15921,,2020-11-09,local-authority-eng:BOL,36912/90,1991-01-30,/developer-agreement/local-authority-eng/BOL/36912-90-da
37390/90-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_16399,,2020-11-09,local-authority-eng:BOL,37390/90,1991-03-21,/developer-agreement/local-authority-eng/BOL/37390-90-da
37395/90-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_16404,,2020-11-09,local-authority-eng:BOL,37395/90,1991-02-06,/developer-agreement/local-authority-eng/BOL/37395-90-da
43439/93-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_22442,,2020-11-09,local-authority-eng:BOL,43439/93,1993-12-07,/developer-agreement/local-authority-eng/BOL/43439-93-da
45255/94-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_24257,,2020-11-09,local-authority-eng:BOL,45255/94,1995-03-13,/developer-agreement/local-authority-eng/BOL/45255-94-da
47118/95-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/simpleSearchResults.do?action=firstPage,,2020-12-16,local-authority-eng:BOL,47118/95,1996-03-27,/developer-agreement/local-authority-eng/BOL/47118-95-da
47641/95-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_26642,,2020-11-09,local-authority-eng:BOL,47641/95,1996-02-08,/developer-agreement/local-authority-eng/BOL/47641-95-da
47874/95-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_26875,,2020-11-09,local-authority-eng:BOL,47874/95,1997-03-26,/developer-agreement/local-authority-eng/BOL/47874-95-da
48401/96-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_27402,,2020-11-10,local-authority-eng:BOL,48401/96,1996-09-12,/developer-agreement/local-authority-eng/BOL/48401-96-da
48793/96-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/simpleSearchResults.do?action=firstPage,,2020-12-16,local-authority-eng:BOL,48793/96,1996-08-25,/developer-agreement/local-authority-eng/BOL/48793-96-da
48883/96-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_27884,,2020-11-09,local-authority-eng:BOL,48883/96,1997-04-18,/developer-agreement/local-authority-eng/BOL/48883-96-da
49236/96-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_28237,,2020-11-09,local-authority-eng:BOL,49236/96,1997-02-17,/developer-agreement/local-authority-eng/BOL/49236-96-da
49577/96-da,section-106,https://www.planningpa.bolton.gov.uk/online-applications-17/applicationDetails.do?activeTab=documents&keyVal=DCAPR_28578,,2020-11-09,local-authority-eng:BOL,49577/96,1998-04-08,/developer-agreement/local-authority-eng/BOL/49577-96-da
